CTW_190,SLM_01,CTW_140A,DUR07,AGEGR10,SEX,MARSTAT,CXRFLAG,HHINCG1,LUC_RST,PRV
4,3,2,90,3,2,5,2,1,1,24
3,5,1,110,1,1,1,2,4,1,48
6,10,6,50,6,2,1,2,2,1,10
4,8,1,75,3,1,4,1,2,2,13
6,8,6,75,7,2,6,2,3,1,35
6,10,2,400,5,2,4,2,2,2,24
6,6,6,290,5,1,6,2,4,1,10
1,9,1,110,5,1,1,2,5,1,35
6,5,6,120,6,1,1,2,8,2,47
6,3,6,0,4,2,5,2,1,1,35
4,9,2,90,4,2,1,2,8,1,35
6,98,6,75,7,1,3,2,3,1,59
6,8,6,20,4,1,2,2,7,1,35
6,97,6,100,7,2,3,2,2,2,35
6,10,2,20,3,2,4,1,2,1,12
6,9,6,40,4,2,1,1,8,1,47
2,9,1,65,6,1,1,2,4,1,35
6,8,6,0,6,2,3,2,2,1,24
6,10,6,80,6,1,1,2,5,1,35
4,7,1,85,3,1,2,2,6,2,24
6,8,2,30,3,1,2,1,4,1,46
3,8,1,20,6,2,1,2,6,1,48
3,7,1,45,3,2,1,2,3,1,12
6,8,6,30,6,2,1,2,3,1,12
6,10,6,0,5,2,1,2,2,1,35
6,8,6,25,7,2,3,2,2,1,47
4,8,1,55,2,1,6,2,8,1,35
2,5,1,0,5,1,1,2,5,2,46
6,8,2,0,4,2,2,2,4,1,24
3,8,1,85,2,1,1,2,8,1,12
6,6,6,185,5,1,5,2,1,1,24
6,7,6,60,7,2,5,2,2,1,48
6,8,6,160,5,1,5,2,4,1,59
4,5,1,0,5,2,3,2,2,1,35
6,4,6,20,3,1,6,2,4,1,59
4,9,1,40,5,1,1,2,6,1,35
6,8,2,20,2,2,1,1,3,2,24
6,9,6,35,7,1,1,2,4,1,13
6,9,6,60,7,2,1,2,5,1,59
6,7,2,60,2,2,6,2,2,1,24
1,8,1,150,6,1,1,2,8,1,35
6,9,6,150,2,2,6,1,5,1,59
4,7,1,40,1,1,2,2,8,2,24
6,8,2,80,4,1,1,1,2,1,59
6,5,6,50,5,2,3,2,4,1,47
1,6,1,50,2,1,6,2,4,1,48
6,7,6,180,2,2,1,1,7,1,59
2,7,1,10,3,2,6,1,3,1,24
6,10,6,0,5,1,6,2,3,1,59
6,10,6,180,6,2,1,2,3,1,10
3,8,1,40,3,2,6,1,3,1,59
6,10,6,170,3,2,1,1,8,1,35
6,8,2,0,3,1,1,1,5,1,35
1,5,1,405,3,1,5,2,2,1,46
6,9,6,20,1,1,2,2,2,1,24
6,8,6,30,6,1,1,2,5,1,24
6,9,6,0,7,2,3,2,3,1,48
6,8,6,30,7,1,1,2,4,1,24
4,10,1,70,3,1,1,1,3,2,24
2,3,1,165,3,1,1,1,8,1,24
6,10,6,165,6,1,1,2,8,2,12
1,6,1,125,3,2,6,2,3,1,35
4,7,1,0,5,2,2,2,3,1,24
6,7,2,0,4,1,1,2,2,1,35
2,8,1,125,3,1,1,1,8,1,24
6,8,6,0,6,2,1,2,4,1,13
6,10,6,100,5,2,1,2,2,1,35
6,9,2,0,5,2,1,2,2,2,47
6,8,6,25,6,2,3,2,2,1,24
6,10,6,90,6,2,1,2,5,1,35
4,7,1,80,1,2,6,2,2,3,11
4,8,1,40,4,1,1,2,7,1,48
3,2,1,75,3,2,4,1,3,1,59
7,7,2,70,1,2,6,2,3,1,10
4,9,2,30,2,1,6,2,5,1,24
1,8,2,185,2,1,2,2,6,1,24
3,9,1,60,3,1,1,1,7,1,24
6,8,6,80,6,2,6,2,1,1,35
6,10,6,20,2,2,2,2,4,1,47
4,10,1,135,2,2,1,2,5,2,59
6,5,6,50,5,1,3,2,6,2,35
6,7,6,0,3,2,1,1,6,2,10
4,8,2,90,2,1,6,2,4,1,24
3,8,1,30,4,1,1,2,5,1,48
4,8,1,60,5,2,1,2,4,1,24
6,10,6,90,7,2,1,1,7,2,35
1,10,2,125,1,1,6,2,6,1,35
6,8,6,10,7,2,5,1,6,1,35
6,7,6,20,6,1,5,2,6,1,24
4,6,1,120,4,2,4,2,5,1,35
1,8,1,150,5,1,5,2,8,1,47
4,7,1,400,4,1,1,1,8,2,13
4,7,1,0,4,1,1,1,8,2,35
4,10,1,70,2,2,1,1,5,1,13
6,8,6,110,3,2,2,1,8,1,48
6,6,2,40,5,1,2,2,3,1,24
6,7,2,145,1,2,6,2,6,1,59
6,10,6,120,5,2,5,2,2,1,24
2,8,1,0,3,2,6,2,3,1,12
6,8,6,40,2,2,6,1,2,1,10
2,7,1,0,5,2,3,2,3,1,48
6,4,6,20,2,1,6,2,4,1,48
1,9,1,80,3,1,6,2,2,1,24
4,6,1,105,4,2,5,2,2,2,48
6,5,6,120,6,2,1,2,2,1,35
4,9,1,20,5,1,2,2,8,1,24
1,8,1,50,2,1,1,1,7,1,59
6,9,6,0,5,1,5,2,2,1,35
6,10,6,85,1,1,6,2,6,1,47
6,7,6,215,6,2,1,2,3,1,12
3,5,1,50,4,2,5,2,2,1,48
2,10,1,20,2,2,1,1,7,1,35
6,4,6,350,3,1,6,2,7,1,24
4,0,2,40,3,1,1,1,6,2,10
6,10,6,10,7,2,3,2,8,1,59
6,7,6,0,5,1,5,1,5,1,59
4,8,2,115,4,2,6,2,4,1,35
1,4,2,0,2,1,1,2,8,1,46
3,8,1,60,5,1,5,2,3,1,59
6,8,6,90,7,2,3,2,3,2,13
3,8,1,105,2,1,6,2,2,1,35
3,7,1,80,2,1,2,2,5,1,24
6,10,6,105,6,2,3,2,5,1,35
6,10,6,0,4,1,1,1,7,1,13
6,8,2,60,5,1,5,2,1,2,35
6,4,6,0,6,2,1,2,8,1,24
6,8,6,60,1,1,6,2,4,1,35
6,5,6,0,6,2,3,2,2,1,35
6,10,6,80,5,2,1,2,4,1,46
6,99,6,60,2,2,6,2,8,1,13
6,8,6,200,5,2,1,2,8,1,48
6,7,6,210,7,2,5,1,4,1,12
6,9,6,110,5,2,6,2,3,1,35
6,7,6,0,3,1,1,2,3,2,46
4,7,1,60,4,1,3,2,3,1,35
6,10,6,0,4,2,2,1,6,2,24
4,5,1,0,2,2,1,1,7,1,35
6,9,2,70,1,2,6,2,7,1,35
6,6,6,60,5,2,6,1,6,1,35
4,9,2,0,3,1,6,2,3,2,47
3,9,2,170,2,2,4,1,4,1,46
6,9,6,30,5,2,1,2,4,1,59
4,9,1,0,5,2,1,2,3,1,48
6,2,6,25,6,1,1,2,4,2,24
3,7,1,70,2,1,1,2,5,2,35
6,99,6,210,5,1,1,1,4,1,12
6,8,2,170,3,1,1,1,7,1,35
6,10,6,100,6,2,1,2,3,1,48
4,6,1,75,3,1,1,1,4,1,24
4,9,1,65,4,1,1,1,6,1,35
2,7,2,0,1,1,6,2,4,2,35
6,10,6,60,6,1,1,2,3,1,24
4,7,1,0,4,2,6,2,5,1,13
1,9,1,20,2,1,1,2,7,1,59
6,10,6,20,7,2,3,2,2,1,47
4,10,2,20,4,2,2,2,3,1,24
4,8,1,20,5,1,1,2,4,1,46
6,9,6,30,6,2,3,2,3,1,35
6,8,6,50,6,1,1,2,3,1,24
6,8,6,0,7,2,1,2,1,1,24
6,9,6,40,6,1,1,2,2,1,24
4,8,1,375,6,1,6,2,5,2,35
1,8,1,80,2,2,2,1,1,2,48
4,5,1,0,3,2,5,2,2,1,59
1,8,2,75,5,2,1,2,8,1,35
4,9,1,120,1,2,6,2,5,1,24
1,8,1,40,4,1,1,1,8,1,35
6,8,6,85,7,2,3,2,4,1,47
3,7,1,25,4,2,4,1,5,1,35
6,10,6,60,7,1,1,2,2,1,59
6,10,6,195,5,1,1,2,8,1,35
3,8,2,190,1,1,6,2,3,1,35
6,9,6,60,7,2,1,2,5,2,46
6,10,6,0,5,2,3,2,3,1,35
2,7,1,150,2,2,4,2,4,1,59
6,3,6,90,6,2,5,2,2,1,35
1,9,1,35,5,2,5,2,8,1,35
6,6,6,105,5,1,1,1,8,1,35
1,10,1,210,3,1,6,2,8,1,35
4,6,1,0,2,1,1,2,5,2,48
6,10,6,55,5,1,1,2,5,1,48
6,8,6,70,6,1,1,2,8,1,59
4,7,1,120,5,1,5,2,8,1,10
3,8,1,110,4,2,1,1,8,1,10
6,8,6,0,6,1,5,2,3,1,35
6,9,6,0,3,1,6,2,1,2,35
6,1,6,0,6,2,5,2,3,1,35
4,8,1,45,3,1,2,1,6,1,24
6,10,6,80,5,2,1,2,4,1,59
6,8,6,445,1,1,6,2,2,1,12
6,6,6,120,7,1,1,2,3,3,11
6,8,6,0,6,1,1,2,8,2,46
4,8,1,65,3,1,2,1,5,1,24
6,10,6,165,6,1,6,2,3,1,46
6,8,6,255,7,2,1,2,2,2,24
3,6,1,60,3,1,1,1,6,1,35
3,7,1,65,2,2,1,1,8,1,47
2,10,1,360,2,1,1,1,8,1,24
6,6,6,240,7,1,3,2,5,1,35
6,8,6,10,3,2,4,2,1,3,11
6,10,6,0,6,2,6,2,2,1,47
6,10,6,30,7,2,3,2,2,1,59
6,8,6,35,5,1,2,2,7,1,24
4,8,1,60,5,1,1,2,8,1,47
4,9,1,0,5,1,1,2,7,1,35
6,8,6,55,5,2,6,2,2,1,24
6,7,2,95,3,2,6,2,3,1,35
3,5,1,20,5,2,5,2,4,1,48
6,9,6,30,6,1,1,2,2,1,46
6,9,6,290,6,2,2,2,5,1,35
4,9,1,70,2,2,1,2,7,1,35
6,7,6,225,6,1,2,2,3,2,59
4,7,2,195,2,2,2,2,4,1,24
6,10,6,120,6,1,1,2,5,1,35
6,7,6,20,5,1,4,2,2,1,24
6,10,6,150,5,2,3,2,4,2,24
6,10,6,100,2,2,6,1,1,2,48
1,8,1,90,4,2,2,1,8,1,24
6,8,6,0,6,2,6,2,2,2,46
4,9,1,260,5,1,1,2,8,1,35
3,5,1,30,6,1,1,1,8,1,59
6,0,6,10,5,1,5,2,2,1,24
6,10,6,0,3,1,1,1,5,2,35
6,9,6,0,6,2,3,2,8,1,59
3,6,1,45,3,2,1,2,8,1,12
4,7,1,50,3,2,5,1,3,1,24
4,8,2,40,4,2,1,1,5,2,10
2,9,1,40,2,2,1,2,8,1,47
4,7,1,30,5,2,1,2,4,1,35
6,9,6,30,6,1,1,2,5,3,11
2,7,1,90,5,2,2,2,2,1,24
1,5,1,0,4,2,1,2,8,2,12
3,7,1,165,3,2,1,1,8,1,48
4,8,2,90,2,1,6,2,5,1,48
4,7,1,30,5,1,5,2,2,1,48
6,10,2,10,5,2,1,2,4,2,12
3,8,1,60,5,1,1,1,8,1,35
1,8,1,120,3,1,1,1,4,1,35
6,7,6,45,1,2,6,2,8,1,13
2,6,1,80,3,1,6,2,5,1,24
4,8,1,70,6,1,4,2,4,2,12
3,10,1,150,4,2,1,2,8,1,10
1,6,1,90,2,1,1,2,3,1,46
6,1,2,50,1,1,6,2,8,1,59
6,7,6,0,6,1,1,2,5,1,59
4,7,1,45,3,2,1,1,3,1,35
6,99,6,65,6,1,1,2,3,1,59
6,7,2,30,6,2,1,1,8,1,46
3,8,1,90,1,2,6,2,8,1,35
4,10,1,40,2,1,1,2,5,1,35
2,10,2,25,1,1,6,2,4,1,24
6,6,2,60,5,1,5,2,1,1,59
6,8,6,165,6,2,1,2,3,2,46
4,7,1,15,5,2,4,2,3,1,59
6,3,6,200,3,2,1,1,3,1,24
4,8,1,20,5,2,3,2,4,2,35
4,7,1,20,1,1,6,2,5,1,35
6,9,6,40,6,1,5,2,3,1,59
1,10,1,40,4,1,1,1,6,1,59
1,10,1,35,5,1,6,2,3,1,35
4,7,1,135,4,2,1,1,3,1,35
6,7,6,20,4,2,1,1,5,2,47
1,10,1,20,4,1,1,1,8,1,46
6,10,6,20,5,2,1,2,5,1,12
6,7,6,150,6,1,1,1,8,1,35
1,8,1,85,2,1,6,2,8,1,35
6,3,6,0,2,2,6,2,1,1,35
6,7,2,30,6,2,1,2,5,1,24
6,8,6,80,2,1,2,1,3,1,24
4,9,1,115,4,2,1,1,8,1,13
6,99,6,10,4,1,6,2,5,1,24
3,6,1,60,5,2,1,2,6,1,35
3,8,2,0,1,1,6,2,6,1,35
1,7,1,190,3,1,6,2,7,1,35
6,7,6,50,4,1,2,1,6,1,24
6,9,6,70,6,1,1,2,6,1,24
6,8,6,25,7,1,3,2,2,1,24
4,6,1,20,6,2,5,2,5,1,10
6,8,2,0,5,2,5,2,1,2,59
3,9,1,75,4,1,5,1,5,1,24
4,4,2,45,1,2,6,2,6,1,35
6,5,6,20,6,1,1,2,3,2,46
4,5,1,250,3,2,1,1,7,2,24
4,7,1,40,2,1,1,2,3,1,48
6,10,6,55,5,1,6,2,4,1,59
6,10,6,135,7,1,1,2,6,1,35
6,10,6,140,7,1,2,2,4,2,59
6,10,6,0,6,2,5,2,1,1,24
4,8,1,110,4,1,4,1,4,1,24
6,9,2,50,5,2,1,2,3,1,59
4,7,2,70,1,1,6,2,7,1,48
4,8,1,110,1,1,6,2,7,1,12
6,10,6,120,6,2,1,2,2,2,59
6,8,6,0,6,2,1,2,4,2,47
6,5,6,70,2,1,6,2,4,1,59
3,8,1,40,4,1,1,1,8,3,11
4,7,2,85,4,1,6,2,5,1,35
1,10,1,0,1,2,6,1,7,1,12
6,10,6,30,7,1,1,2,2,3,11
6,9,6,0,1,1,6,2,4,1,24
6,10,6,70,6,1,2,2,8,1,35
4,9,1,195,6,1,1,2,5,2,35
1,8,1,60,4,1,1,1,8,1,13
6,9,6,40,6,2,3,1,6,1,46
6,10,6,10,7,2,1,2,2,2,10
6,10,6,15,6,2,1,2,2,2,12
6,97,6,0,5,2,6,2,1,2,10
4,7,1,35,5,2,5,1,7,1,46
6,8,6,0,6,2,1,2,6,1,47
6,7,6,40,7,1,1,2,8,1,59
6,8,6,40,5,2,2,2,5,1,10
6,9,6,0,6,2,1,2,3,3,11
4,9,1,30,4,1,1,1,7,1,13
6,7,2,60,2,1,6,2,2,1,35
6,8,6,60,3,2,2,1,2,1,35
4,10,1,60,4,1,1,1,8,1,13
4,7,1,175,3,2,2,1,4,2,24
1,7,1,50,4,2,1,2,8,1,35
1,9,1,135,4,2,6,2,5,1,35
1,10,1,35,2,1,1,1,7,1,47
6,7,6,30,3,2,2,2,3,1,59
1,9,1,0,3,2,2,2,8,2,10
6,10,6,60,6,1,1,2,5,2,12
6,7,2,0,4,1,2,2,8,1,35
6,8,6,40,6,2,1,2,3,1,48
6,97,6,40,5,2,5,2,1,1,24
6,8,6,0,4,2,1,1,8,1,10
3,7,1,110,5,1,6,2,8,1,35
6,7,6,0,1,2,6,1,5,1,35
6,8,6,45,6,1,6,2,4,1,59
6,7,6,55,7,1,1,2,3,1,59
6,5,6,30,6,1,6,2,3,1,24
6,8,6,40,7,2,5,2,2,1,46
6,8,6,40,6,1,1,2,4,1,35
6,6,2,15,5,1,5,2,2,1,35
4,8,1,65,5,1,1,2,8,1,13
4,8,1,20,5,2,1,2,8,1,48
1,5,1,105,3,1,6,2,6,1,59
1,6,1,60,3,2,6,2,5,1,46
3,9,1,25,2,2,1,1,4,2,46
6,7,6,270,6,2,3,2,5,1,35
4,9,1,50,3,2,1,1,8,1,47
4,10,2,0,3,1,1,1,8,1,47
6,7,6,105,3,2,2,1,8,1,35
4,10,1,20,5,2,1,2,4,2,35
6,97,6,0,6,1,6,2,2,2,46
6,99,6,0,7,2,1,2,1,2,35
2,8,2,190,2,2,2,2,5,1,24
7,8,2,120,3,1,2,2,3,1,35
4,8,2,80,5,2,5,2,3,1,24
6,8,6,20,5,1,1,2,3,2,13
3,5,1,55,3,2,1,1,2,1,47
3,10,2,40,1,2,6,2,6,1,35
4,10,1,30,5,2,6,2,4,1,24
3,6,1,10,5,2,3,2,4,1,59
6,10,6,140,7,1,4,2,1,2,12
1,8,1,60,5,1,1,1,8,1,35
6,8,6,115,3,2,6,1,2,1,35
6,8,6,0,7,1,3,2,2,1,12
6,8,6,10,5,1,6,2,4,1,35
2,7,1,120,4,2,1,1,5,1,59
6,6,6,160,6,2,5,2,2,1,35
6,10,6,0,6,2,1,2,5,1,35
6,3,6,40,6,2,6,2,1,1,59
1,5,1,65,3,2,4,1,3,1,59
6,5,6,0,6,2,3,2,2,2,59
6,7,6,100,7,2,3,2,2,1,35
6,9,6,0,6,2,1,2,6,1,35
6,8,2,0,4,2,2,2,7,1,24
6,8,6,0,5,2,5,2,3,1,35
4,10,2,50,5,2,3,2,3,1,46
6,10,6,20,7,2,6,2,3,1,59
6,7,6,380,5,2,1,2,5,1,46
4,7,2,0,2,1,1,1,8,1,12
4,8,1,30,1,1,6,2,3,2,48
6,8,6,30,6,2,3,2,2,1,24
9,10,9,30,3,1,1,1,8,1,47
4,8,2,160,4,2,4,2,3,1,35
1,9,1,100,4,2,1,1,6,1,35
4,8,1,60,4,2,1,1,8,1,35
4,10,2,30,1,2,6,2,3,1,24
6,6,6,0,7,2,3,2,2,2,46
1,10,1,25,5,1,1,2,8,1,12
6,5,6,45,4,1,2,1,3,2,24
6,8,6,20,6,2,1,2,2,1,24
2,7,1,100,1,2,6,2,6,1,24
6,10,6,115,4,2,1,1,5,1,35
6,10,6,120,5,2,1,2,3,1,13
4,10,1,110,2,1,1,2,7,2,35
6,8,6,80,4,2,1,1,6,2,35
4,5,1,90,4,2,6,2,3,1,12
4,5,1,125,3,1,1,1,8,1,47
6,9,6,40,4,1,1,1,3,1,35
3,7,1,230,1,1,6,2,3,1,47
6,10,6,90,7,1,1,2,2,2,10
6,10,6,20,7,1,3,2,3,1,35
1,7,1,80,3,1,1,1,7,1,59
6,5,6,0,5,2,1,2,3,2,24
6,6,6,135,7,1,1,2,2,2,12
4,10,1,0,3,2,5,1,5,1,35
1,3,1,0,5,1,3,2,2,1,35
4,7,2,80,1,2,6,2,5,1,35
6,7,6,60,6,2,5,2,4,1,35
6,7,2,20,1,1,6,2,1,2,24
1,10,1,30,4,2,6,2,3,1,48
6,5,6,115,4,1,3,1,5,1,24
1,5,1,260,2,2,1,1,8,2,35
6,7,6,0,2,1,6,2,2,1,35
3,7,2,0,5,2,1,2,5,3,11
4,10,1,65,5,1,5,2,2,2,59
6,10,6,0,5,1,2,2,3,1,35
1,10,1,0,5,1,6,2,4,1,35
4,10,1,105,3,2,4,1,3,3,11
4,9,1,50,5,1,1,2,8,1,10
6,9,6,0,7,1,1,2,2,1,59
6,10,6,30,7,2,2,2,4,1,35
4,7,1,85,4,1,1,1,5,1,24
3,8,1,90,4,2,6,2,8,1,35
1,5,1,0,5,2,1,1,6,1,59
2,0,1,315,3,1,1,2,4,1,24
6,10,6,0,3,2,2,1,2,1,35
4,9,1,60,2,2,2,2,8,1,59
6,1,6,0,7,1,1,2,2,1,35
4,7,2,120,3,2,1,1,5,1,24
6,99,6,65,6,1,1,2,5,1,47
4,8,1,40,4,2,1,1,7,1,48
1,8,1,40,2,2,2,2,5,1,47
4,8,2,70,2,1,2,2,3,3,11
3,6,2,0,5,1,1,2,3,1,46
6,10,6,50,5,2,1,2,8,1,48
6,10,6,30,6,1,1,2,5,1,35
6,9,6,35,6,1,1,2,5,1,12
4,8,1,80,4,2,1,2,4,2,46
6,3,2,105,2,1,6,2,8,1,59
6,6,6,60,5,1,1,2,1,1,35
6,2,6,0,5,2,5,2,3,1,24
4,10,1,65,2,2,1,2,6,1,59
6,8,6,35,6,1,1,2,5,1,24
4,7,1,390,5,1,6,2,6,1,24
6,9,6,40,6,2,1,2,2,1,59
6,7,6,0,7,2,6,2,3,1,24
6,8,6,40,5,2,1,2,6,1,47
6,8,2,0,4,1,1,1,5,2,24
6,8,6,70,6,2,2,2,4,1,35
1,10,1,780,5,1,1,2,6,1,48
4,8,1,70,3,2,4,1,2,2,35
6,10,6,25,6,2,3,2,2,1,59
6,8,6,0,6,2,1,2,3,1,46
6,5,6,60,3,2,5,1,2,1,12
1,8,2,75,4,2,6,2,5,1,59
3,9,1,20,2,2,1,1,8,1,35
1,8,1,175,3,2,6,1,4,1,35
6,8,6,15,2,2,1,1,3,1,12
6,99,6,0,1,1,6,2,2,1,24
6,8,6,20,6,1,1,2,7,1,35
2,10,1,40,1,2,6,2,6,1,35
6,8,6,0,5,1,1,2,6,1,13
1,9,1,180,2,1,1,1,6,1,35
6,10,2,85,3,1,1,1,3,3,11
3,8,1,60,4,2,2,1,8,1,24
6,10,6,0,5,2,5,2,1,1,35
1,8,1,165,2,2,6,1,3,1,24
6,8,6,0,7,2,3,2,2,2,48
3,9,1,75,2,1,1,1,5,1,35
6,9,6,120,6,2,3,2,1,3,11
2,7,1,90,4,2,1,1,8,1,12
4,10,1,0,4,2,1,2,8,2,10
2,5,2,80,4,2,1,2,8,1,12
1,7,2,120,4,1,1,1,6,1,12
4,3,1,40,5,1,1,2,3,1,59
1,8,1,105,1,1,6,2,5,1,47
6,8,6,0,5,1,1,2,5,2,59
6,99,6,0,7,2,3,2,2,1,59
4,10,1,105,2,1,6,2,1,2,12
4,7,1,135,5,1,1,2,5,1,24
1,4,1,180,3,1,1,2,6,1,35
6,99,6,20,4,2,6,2,3,1,59
4,4,1,0,4,2,6,2,2,2,46
1,8,1,30,3,1,1,1,7,1,35
4,9,1,20,6,1,6,2,3,1,24
6,8,6,180,6,1,1,2,8,2,46
6,10,6,0,6,1,6,2,4,1,35
4,6,1,20,5,2,1,2,3,1,35
6,10,6,105,6,1,6,2,1,1,13
4,8,1,45,5,2,1,2,4,2,59
4,10,1,0,4,1,1,1,7,1,35
6,6,6,0,2,2,2,1,1,1,24
3,6,1,30,3,1,6,2,3,1,59
4,8,2,80,4,2,1,2,3,1,12
2,7,1,0,3,1,5,1,4,2,35
3,7,1,140,4,1,2,2,4,2,13
6,10,6,20,5,1,1,2,5,2,24
6,5,6,60,6,1,6,2,1,1,24
6,10,6,60,5,2,6,2,2,1,24
3,7,2,50,2,1,6,2,2,1,35
4,9,1,85,5,1,1,1,8,1,24
1,10,1,120,2,1,1,1,3,1,35
1,8,1,110,2,1,1,2,8,1,59
6,10,6,15,6,2,3,2,2,3,11
6,5,6,50,5,1,4,2,2,1,35
6,8,6,155,6,2,3,1,5,1,35
6,10,6,20,6,1,1,2,3,1,24
6,9,2,360,5,1,1,2,8,1,35
6,10,6,80,6,2,4,2,4,1,35
4,10,2,100,4,2,6,2,7,1,35
6,10,6,0,5,2,5,1,2,1,46
6,8,6,35,4,2,6,1,2,1,35
6,8,6,140,7,2,3,2,3,1,59
1,7,2,80,1,1,6,2,2,1,12
4,10,1,20,3,2,1,1,5,1,35
4,6,2,20,2,1,6,2,8,1,48
4,7,2,95,4,2,6,2,6,1,35
1,10,1,60,1,2,2,2,3,1,24
6,7,6,40,5,1,6,2,1,1,24
4,10,1,95,3,2,1,1,5,2,10
6,10,6,100,7,2,3,2,2,1,59
6,8,6,0,6,1,1,2,5,1,35
3,8,1,160,2,1,6,2,3,1,24
6,5,2,30,3,1,6,2,1,1,35
6,8,2,0,2,2,1,2,2,3,11
6,10,6,180,2,2,1,1,2,1,24
4,6,1,255,4,1,2,1,5,2,35
4,8,1,0,4,2,1,2,7,2,48
4,7,1,30,4,2,1,1,4,2,24
1,8,1,20,5,1,1,1,8,1,35
6,6,6,150,4,1,4,2,5,2,48
4,9,1,0,2,2,6,2,8,1,24
3,6,1,200,5,2,3,2,4,1,46
6,9,6,0,7,1,3,2,2,1,59
6,7,6,160,3,2,1,1,6,1,12
6,10,2,110,3,2,1,1,8,1,13
1,8,1,0,3,2,6,2,5,1,48
6,8,6,20,7,2,3,2,1,2,46
6,9,6,0,5,2,1,2,3,1,47
1,7,1,0,3,2,1,1,8,1,48
4,9,1,120,2,2,1,1,4,3,11
4,8,1,155,2,2,6,2,2,1,48
6,10,6,0,4,1,1,2,4,1,24
9,9,9,50,6,2,1,2,5,3,11
4,8,1,60,2,2,2,1,8,1,59
4,7,2,0,2,1,6,2,3,1,35
4,7,1,60,3,1,2,2,8,1,35
6,10,6,120,6,2,1,2,3,2,12
1,6,2,60,4,2,5,2,3,1,35
6,7,6,0,5,2,3,2,2,1,24
6,10,6,145,6,2,3,1,3,1,24
6,7,6,0,5,2,1,2,6,1,35
3,7,1,0,3,2,2,2,6,1,13
6,8,6,110,5,2,1,2,3,1,35
4,8,1,35,1,1,6,2,7,1,35
6,8,2,140,1,1,6,2,6,2,47
6,9,6,0,7,2,3,2,2,1,35
6,8,2,210,2,2,6,2,1,1,35
6,99,6,80,5,1,1,1,3,1,59
4,9,2,330,1,2,6,2,8,1,35
6,10,6,180,4,1,1,1,7,2,46
4,7,2,40,1,2,6,2,5,2,47
1,7,1,80,2,2,1,1,6,1,10
6,10,6,20,7,1,1,2,2,1,59
6,8,6,60,6,2,1,2,6,2,59
6,6,6,0,5,2,1,2,4,1,46
4,9,1,0,5,2,2,2,5,1,24
6,99,6,60,2,1,1,1,8,1,24
1,6,1,165,5,1,1,2,8,1,35
2,7,2,190,2,2,1,2,4,1,24
4,8,2,25,3,1,1,1,8,1,59
4,6,1,220,3,1,1,1,6,1,47
4,7,1,75,4,1,1,2,7,1,47
1,5,1,30,3,2,5,2,2,1,47
6,10,2,20,4,1,6,2,5,1,24
6,9,6,0,7,1,3,2,2,2,46
6,8,6,150,2,1,1,2,3,1,35
3,7,1,80,4,2,5,1,8,1,48
4,7,2,110,3,1,2,1,3,1,35
6,7,6,230,2,1,6,2,2,1,24
6,7,6,120,5,2,1,2,3,1,59
4,10,1,0,6,2,1,2,8,2,47
1,9,1,0,2,1,1,2,8,1,10
6,10,6,240,3,1,2,2,5,1,13
6,8,6,10,6,1,1,2,4,1,24
4,10,1,0,6,2,6,2,3,2,10
6,99,6,60,5,1,1,1,5,2,59
6,7,6,0,7,2,3,2,2,1,35
6,10,6,0,6,1,1,2,2,2,10
6,10,6,30,5,2,1,1,3,1,24
6,9,2,60,1,1,2,2,8,1,24
6,9,6,10,7,2,3,2,1,2,24
6,10,6,150,7,2,3,2,2,2,46
4,8,2,25,1,1,6,2,6,1,13
6,8,6,25,7,1,1,2,4,1,35
3,7,1,50,3,2,1,1,6,1,35
4,8,1,30,2,1,1,1,8,1,47
4,8,1,50,2,2,1,2,7,1,35
2,9,1,50,1,2,6,2,5,1,10
2,7,1,90,4,1,1,2,8,1,59
4,7,2,40,4,1,2,2,8,1,59
4,8,1,100,4,2,1,1,8,2,47
1,10,1,60,4,2,1,2,6,1,59
4,8,1,100,6,2,3,2,3,1,24
6,10,6,0,2,1,6,2,2,2,46
6,10,6,0,5,2,1,2,7,1,13
3,9,1,30,5,1,1,1,7,1,46
4,8,2,40,1,2,6,2,2,1,59
6,8,6,25,7,2,4,2,1,1,24
6,10,6,130,6,2,2,2,5,1,59
2,9,1,80,3,1,1,1,8,1,12
6,8,6,20,5,2,1,2,8,1,47
6,7,6,70,6,2,1,2,5,1,35
6,6,2,0,2,1,2,1,4,1,13
1,6,1,0,5,1,5,2,4,1,35
3,8,1,120,4,1,1,1,8,1,24
4,9,1,15,3,2,1,2,6,1,59
6,2,6,20,4,2,6,2,3,1,59
4,4,1,105,4,2,4,2,3,3,11
3,9,1,125,2,2,6,2,3,1,35
4,8,2,72,1,2,6,2,1,1,59
6,8,6,30,7,1,1,2,2,1,59
6,6,6,0,4,2,1,2,6,1,12
3,8,1,55,5,1,1,2,3,2,12
6,6,6,0,6,1,1,2,3,2,13
6,9,2,20,2,2,1,1,5,2,24
6,7,6,30,5,1,6,2,1,1,35
6,5,6,40,7,1,5,2,2,1,46
6,5,2,45,3,1,6,2,2,1,35
4,5,1,90,1,2,2,2,5,1,48
4,7,1,0,3,2,4,1,4,3,11
6,99,6,5,2,1,1,2,5,1,35
6,7,6,165,5,1,2,2,5,2,12
4,6,1,60,4,2,2,2,3,1,24
4,8,1,80,2,2,6,2,2,1,24
6,8,6,50,5,1,1,2,5,1,12
1,8,1,110,3,1,1,2,8,1,35
1,7,1,80,3,1,1,1,6,1,35
